Type,Locus,Strand,Left,Right,Length,CN_HMM,CN_boot,Lowerbound,Upperbound
CDS,SATW20_11930,1,1266675,1267982,1308,1,0.9665565648,0.9082895339,1.0213016225
IG,,1,1267983,1268009,27,1,0.9021194605,0.8526882572,0.9515506638
CDS,SATW20_11940,1,1268010,1268891,882,1,0.9597891977,0.8855874692,1.0353228225
IG,,1,1268892,1268905,14,1,0.9886240663,0.8526882572,1.1245598754
CDS,SATW20_11950,1,1268906,1270183,1278,1,1.0275986689,0.9344398627,1.1265276176
IG,,1,1270184,1270184,1,1,1.2110644812,0.0247156017,1.1987066804
CDS,SATW20_11960,1,1270185,1271285,1101,1,0.9927433332,0.8835003739,1.1534050422
CDS,SATW20_11970,1,1271278,1274451,3174,1,0.9114814308,0.8590506522,0.9631857205
IG,,1,1274452,1274557,106,1,0.8712249584,0.7167524481,1.0256974688
CDS,SATW20_11980,1,1274558,1275253,696,1,0.8449646317,0.7429973276,0.9423132077
CDS,SATW20_11990,1,1275253,1275864,612,1,0.969204665,0.8384944402,1.0928179813
IG,,1,1275865,1275893,29,1,0.9886240663,0.0245920236,0.9763898435
CDS,SATW20_12000,1,1275894,1276106,213,1,0.9608190144,0.9422514187,0.9824451659
IG,,1,1276107,1276542,436,1,0.9713231451,0.9169488215,1.028169029
CDS,SATW20_12010,1,1276543,1276944,402,1,0.9144772613,0.8526882572,0.9960387468
IG,,1,1276945,1277206,262,1,0.9824451659,0.8712249584,1.0473236202
CDS,SATW20_12020,-1,1277207,1278904,1698,1,1.04423417,0.9728198121,1.1074031286
IG,,1,1278905,1279178,274,1,0.9762662655,0.9144772613,1.0380552696
CDS,SATW20_12030,1,1279179,1279802,624,1,0.9963476918,0.9329985153,1.0628017658
CDS,SATW20_12040,1,1279802,1280020,219,1,0.8774038588,0.8156148547,0.9515506638
IG,,1,1280021,1280235,215,1,0.8815231258,0.8156148547,0.9886240663
CDS,SATW20_12050,1,1280236,1281435,1200,1,0.9325386625,0.8469466328,1.0219330925
CDS,SATW20_12060,1,1281435,1283843,2409,1,0.9490791037,0.9080264893,0.9881346974
IG,,1,1283844,1284348,505,1,1.0174589349,0.9247136397,1.1019656962
CDS,SATW20_12070,1,1284349,1285302,954,1,0.9942412485,0.9110732489,1.0785326845
IG,,1,1285303,1285464,162,1,1.04423417,1.0380552696,1.0504130704
CDS,SATW20_12080,-1,1285465,1285668,204,1,1.0957250068,1.0504130704,1.1863488796
IG,,1,1285669,1285966,298,1,1.04423417,0.939192863,1.1245598754
CDS,SATW20_12090,1,1285967,1286455,489,1,1.0009818671,0.9639084646,1.0607112378
CDS,SATW20_12100,1,1286448,1287383,936,1,1.0207543485,0.9453594056,1.1097675878
CDS,SATW20_12110,1,1287380,1288687,1308,1,1.0089261677,0.9550814641,1.0645892334
IG,,1,1288688,1288689,2,1,1.0751286721,0.0123578008,1.0627708713
CDS,SATW20_12120,1,1288690,1289784,1095,1,1.1163213415,1.0710094052,1.1812203922
IG,,1,1289785,1289790,6,1,1.2110644812,0.0123578008,1.2110644812
CDS,SATW20_12130,1,1289791,1290534,744,1,1.0215782018,0.9213289753,1.1685124537
CDS,SATW20_12140,1,1290531,1292525,1995,1,0.9515506638,0.890285395,1.0068841882
IG,,1,1292526,1292752,227,1,0.865046058,0.8156148547,0.9515506638
CDS,SATW20_12150,1,1292753,1293628,876,1,0.8551598174,0.7946065933,0.9305918336
CDS,SATW20_12160,1,1293629,1294273,645,1,0.8509228571,0.7732275979,0.9356973708
IG,,1,1294274,1294279,6,1,0.6920368464,0.0123578008,0.6920368464
CDS,SATW20_12170,1,1294280,1294921,642,1,0.8851274844,0.7908683585,0.9778109906
IG,,1,1294922,1295301,380,1,0.9342497427,0.8279726555,1.0355837095
CDS,SATW20_12180,-1,1295302,1295490,189,1,0.8217937551,0.8032570539,0.8403304564
IG,,1,1295491,1295932,442,1,0.9556699308,0.869165325,1.0360368288
CDS,SATW20_12190,1,1295933,1296307,375,1,1.0331121493,0.9366965872,1.1715195186
IG,,1,1296308,1296321,14,1,0.9762662655,0.0247156017,0.9639084646
CDS,SATW20_12200,1,1296322,1297968,1647,1,1.0416899169,0.9857018099,1.0991246136
IG,,1,1297969,1298157,189,1,1.0957250068,1.0009818671,1.1616332779
CDS,SATW20_12210,1,1298158,1300218,2061,1,1.0054756129,0.9605381553,1.052126311
IG,,1,1300219,1300435,217,1,1.0215782018,0.8403304564,1.1863488796
CDS,SATW20_12220,1,1300436,1300993,558,1,0.9618488312,0.8485483939,1.1101630375
IG,,1,1300994,1300997,4,1,0.8032570539,0.0123578008,0.8032570539
CDS,SATW20_12230,1,1300998,1301984,987,1,1.031314651,0.9515281951,1.1009677102
CDS,SATW20_12240,1,1301977,1302903,927,1,1.0987208373,1.0279331073,1.1728676423
CDS,SATW20_12250,1,1302896,1303630,735,1,0.9996087782,0.9364329541,1.0984849157
IG,,1,1303631,1303872,242,1,1.0009818671,0.8526882572,1.1739910787
CDS,SATW20_12260,1,1303873,1304106,234,1,1.0813075725,0.9144772613,1.1987066804
IG,,1,1304107,1304221,115,1,1.0998442738,1.0380552696,1.1616332779
CDS,SATW20_12270,1,1304222,1304953,732,1,0.96854264,0.9113878111,1.0226080186
IG,,1,1304954,1305099,146,1,0.9206561617,0.8156148547,1.0256974688
CDS,SATW20_12280,1,1305100,1308666,3567,1,1.0474071189,1.0066464158,1.0935050559
CDS,SATW20_12290,1,1308666,1309916,1251,1,0.9815624658,0.9012191064,1.0663281525
CDS,SATW20_12300,1,1309903,1310235,333,1,0.9268350622,0.8465093568,1.0318763692
IG,,1,1310236,1310260,25,1,1.0627708713,0.0247156017,1.0504130704
CDS,SATW20_12310,1,1310261,1311628,1368,1,0.9111818478,0.8584469924,0.9606295282
IG,,1,1311629,1312062,434,1,0.8971763402,0.7411714625,1.0482380975
CDS,SATW20_12320,1,1312063,1312338,276,1,1.028786919,0.8743144086,1.2296011825
IG,,1,1312339,1312525,187,1,0.9968626002,0.9021194605,1.1122020746
CDS,SATW20_12330,1,1312526,1313029,504,1,0.9268350622,0.8279314629,1.0545323374
CDS,SATW20_12340,1,1313029,1313766,738,1,0.9283797873,0.7985610896,1.0674359411
IG,,1,1313767,1313868,102,1,0.7476469501,0.7043946472,0.790899253
CDS,SATW20_12350,1,1313869,1314219,351,1,0.8675176182,0.7291102489,1.0009818671
IG,,1,1314220,1314462,243,1,0.8320919225,0.7538258506,0.9144772613
CDS,SATW20_12360,-1,1314463,1317069,2607,1,0.9794701398,0.910275609,1.0389752392
IG,,1,1317070,1317469,400,1,0.8477451369,0.7884276929,0.9045910207
CDS,SATW20_12370,1,1317470,1318354,885,1,0.9317781825,0.8625497822,1.0034781429
CDS,SATW20_12380,1,1318338,1319105,768,1,0.8911347487,0.8265858357,0.9584161087
IG,,1,1319106,1319213,108,1,0.8588671576,0.7538258506,0.9639084646
CDS,SATW20_12390,1,1319214,1320380,1167,1,0.989653883,0.9360828164,1.0370460492
IG,,1,1320381,1320401,21,1,0.9268350622,0.8897616597,0.9639084646
CDS,SATW20_12400,1,1320402,1321310,909,1,0.9923314066,0.9008342492,1.0837791327
IG,,1,1321311,1321536,226,1,1.1039635407,1.013339668,1.2728534854
CDS,SATW20_12410,1,1321537,1322043,507,1,1.0854268395,0.9886240663,1.182311998
IG,,1,1322044,1322044,1,1,1.1245598754,0.0123578008,1.1245598754
CDS,SATW20_12410,1,1322045,1322650,606,1,1.0451168701,0.9215388618,1.1722256786
IG,,1,1322651,1322677,27,1,0.939192863,0.0123578008,0.9268350622
CDS,SATW20_12420,1,1322678,1323922,1245,1,1.0327590693,0.9824451659,1.0786771263
IG,,1,1323923,1324094,172,1,1.0195185684,1.0009818671,1.0380552696
CDS,SATW20_12430,1,1324095,1324967,873,1,1.0343479294,0.9849167261,1.0825557104
IG,,1,1324968,1325146,179,1,0.9062387274,0.790899253,1.0751286721
CDS,SATW20_12440,1,1325147,1327216,2070,1,0.9431248905,0.8729044959,1.0094357263
IG,,1,1327217,1327371,155,1,0.8217937551,0.6178900414,1.0256974688
CDS,SATW20_12450,1,1327372,1328679,1308,1,0.8067878541,0.7414680497,0.8633159659
IG,,1,1328680,1329095,416,1,1.0207543485,0.9515506638,1.1295029958
CDS,SATW20_12460,1,1329096,1329992,897,1,1.0355837095,0.963883749,1.1122144324
CDS,SATW20_12470,1,1329989,1330534,546,1,1.0345244694,0.9003540604,1.1951935342
IG,,1,1330535,1330599,65,1,1.2357800829,0.0245920236,1.2235458601
CDS,SATW20_12480,1,1330600,1332003,1404,1,1.0326487318,0.9615759297,1.0967625472
IG,,1,1332004,1332027,24,1,1.1863488796,0.0123578008,1.1739910787
CDS,SATW20_12490,1,1332028,1332801,774,1,1.0009818671,0.9309268673,1.0724099559
IG,,1,1332802,1333142,341,1,0.9206561617,0.8001676037,1.0102502178
CDS,SATW20_12500,1,1333143,1333910,768,1,1.0984711848,1.0174040113,1.1945874134
IG,,1,1333911,1334091,181,1,0.9639084646,0.865046058,1.0627708713
CDS,SATW20_12510,1,1334092,1334973,882,1,0.9255992821,0.8601029377,0.9948523979
IG,,1,1334974,1335109,136,1,0.8897616597,0.8032570539,1.0009818671
CDS,SATW20_12520,1,1335110,1335832,723,1,0.9855346161,0.886641315,1.0627708713
IG,,1,1335833,1335850,18,1,1.0009818671,0.0123578008,1.0009818671
CDS,SATW20_12530,1,1335851,1336405,555,1,0.9409582631,0.8332688559,1.0540497947
IG,,1,1336406,1336777,372,1,0.9268350622,0.8588671576,0.9700873651
CDS,SATW20_12540,1,1336778,1337548,771,1,0.9776393545,0.9117310834,1.0572922462
IG,,1,1337549,1337554,6,1,0.9639084646,0.0123578008,0.9639084646
CDS,SATW20_12550,1,1337555,1338337,783,1,0.9158503503,0.8705384139,0.9556836616
IG,,1,1338338,1338548,211,1,0.8980001936,0.7043946472,1.0380552696
CDS,SATW20_12560,1,1338549,1339835,1287,1,0.8888789596,0.8226588012,0.9604571074
IG,,1,1339836,1339854,19,1,0.8774038588,0.0247156017,0.8774038588
CDS,SATW20_12570,1,1339855,1341558,1704,1,1.0243243798,0.9611554212,1.1026522407
IG,,1,1341559,1341815,257,1,1.0009818671,0.9175667115,1.1031499855
CDS,SATW20_12580,1,1341816,1346132,4317,1,0.9992967125,0.9565611903,1.0403021425
IG,,1,1346133,1346421,289,1,0.8743144086,0.8001676037,0.9453717634
CDS,SATW20_12590,1,1346422,1346889,468,1,1.0158112281,0.9564937841,1.0949011534
IG,,1,1346890,1346909,20,1,1.0504130704,1.0504130704,1.0504130704
CDS,SATW20_12600,1,1346910,1348085,1176,1,0.9793557157,0.9093178795,1.0473236202
IG,,1,1348086,1348105,20,1,0.9762662655,0.9639084646,0.9886240663
CDS,SATW20_12610,1,1348106,1348390,285,1,1.0256974688,0.939192863,1.1739910787
CDS,SATW20_12620,1,1348387,1348704,318,1,1.0528846306,0.9169488215,1.1814057592
IG,,1,1348705,1348708,4,1,0.865046058,0.0123578008,0.865046058
CDS,SATW20_12630,1,1348709,1350826,2118,1,1.0094076404,0.9549041216,1.0751342893
IG,,1,1350827,1351169,343,1,1.1461860269,1.0349658194,1.2543167841
CDS,SATW20_12640,1,1351170,1351562,393,1,1.1171451949,1.0083965476,1.2728534854
IG,,1,1351563,1351730,168,1,0.9927433332,0.8279726555,1.1369176762
CDS,SATW20_12650,1,1351731,1352648,918,1,0.9577295642,0.8971639824,1.0269579645
IG,,1,1352649,1352662,14,1,0.8279726555,0.0247156017,0.8279726555
CDS,SATW20_12660,1,1352663,1353634,972,1,0.9740193926,0.8829985723,1.0751960783
IG,,1,1353635,1353748,114,1,0.9700873651,0.9144772613,1.0256974688
CDS,SATW20_12670,1,1353749,1354018,270,1,1.028786919,0.790899253,1.19252778
IG,,1,1354019,1354387,369,1,0.9762662655,0.8927584264,1.0504130704
CDS,SATW20_12680,1,1354388,1356484,2097,1,0.9273967804,0.8740110808,0.9869557632
IG,,1,1356485,1356719,235,1,0.9669979149,0.9082983609,1.0596814211
CDS,SATW20_12690,1,1356720,1358393,1674,1,0.9152041908,0.8235747323,0.9959151688
IG,,1,1358394,1358648,255,1,0.865046058,0.7878098028,0.954640114
CDS,SATW20_12700,1,1358649,1361018,2370,1,0.9757719534,0.9218771125,1.0306504754
IG,,1,1361019,1361022,4,1,1.0504130704,0.0247156017,1.0380552696
CDS,SATW20_12710,1,1361023,1361736,714,1,0.9407375881,0.8294864861,1.0473236202
IG,,1,1361737,1361766,30,1,0.8897616597,0.0247156017,0.8897616597
CDS,SATW20_12720,1,1361767,1363032,1266,1,1.0151050681,0.9550726371,1.0848560268
CDS,SATW20_12730,1,1363032,1364318,1287,1,1.0115742678,0.924169308,1.0963399545
CDS,SATW20_12740,1,1364318,1365022,705,1,0.9870793412,0.9129016417,1.0627863185
IG,,1,1365023,1365126,104,1,0.9453717634,0.8279726555,1.0627708713
CDS,SATW20_12750,1,1365127,1365954,828,1,1.0174589349,0.951523202,1.0779435045
IG,,1,1365955,1365972,18,1,1.0998442738,0.0123578008,1.0874864729
CDS,SATW20_12760,1,1365973,1366365,393,1,0.983680946,0.7981903555,1.2654388049
IG,,1,1366366,1366398,33,1,0.7167524481,0.0123578008,0.7167524481
CDS,SATW20_12770,1,1366399,1366977,579,1,1.0468822702,0.8967526441,1.1669294783
IG,,1,1366978,1367203,226,1,1.1863488796,1.1276493256,1.2697640352
CDS,SATW20_12780,1,1367204,1368355,1152,1,1.0349658194,0.9453614652,1.1286791424
IG,,1,1368356,1368519,164,1,0.8362111894,0.6920368464,0.9639084646
CDS,SATW20_12790,1,1368520,1369563,1044,1,0.8987491512,0.8605410779,0.941473439
IG,,1,1369564,1369916,353,1,0.9663800248,0.8921837886,1.0751286721
CDS,SATW20_12800,1,1369917,1371476,1560,1,0.9523230264,0.8997946492,1.0071684912
IG,,1,1371477,1371772,296,1,0.9361034128,0.8372410061,1.0195185684
CDS,SATW20_12810,-1,1371773,1371988,216,1,0.9968626002,0.939192863,1.0380552696
IG,,1,1371989,1372161,173,1,0.8362111894,0.7414680497,0.939192863
CDS,SATW20_12820,1,1372162,1372959,798,1,0.8719115029,0.7853519736,0.9488182167
IG,,1,1372960,1373098,139,1,0.8403304564,0.7414680497,0.939192863
CDS,SATW20_12830,1,1373099,1374859,1761,1,0.8949649442,0.8149319236,0.9626791887
CDS,SATW20_12840,1,1374860,1375726,867,1,0.9404286431,0.8576066619,1.0244864043
IG,,1,1375727,1375819,93,1,1.04423417,0.9886240663,1.0998442738
CDS,SATW20_12850,1,1375820,1376113,294,1,1.0040713173,0.9453717634,1.0782181223
IG,,1,1376114,1376246,133,1,0.9762662655,0.939192863,1.013339668
CDS,SATW20_12860,1,1376247,1377791,1545,1,0.990941154,0.9353310502,1.0558196083
CDS,SATW20_12870,1,1377792,1378157,366,1,0.9367213028,0.8476957057,1.0083965476
IG,,1,1378158,1378183,26,1,0.7785414522,0.0245920236,0.7785414522
CDS,SATW20_12880,1,1378184,1378675,492,1,0.8918212931,0.8073763208,0.9886240663
IG,,1,1378676,1379073,398,1,0.8848185393,0.8131432945,0.9564937841
CDS,SATW20_12890,1,1379074,1381596,2523,1,0.9444211633,0.9016251485,0.9891659083
IG,,1,1381597,1381608,12,1,0.8588671576,0.8403304564,0.8774038588
CDS,SATW20_12900,1,1381609,1383618,2010,1,1.0015703338,0.9403639117,1.0663193255
IG,,1,1383619,1383632,14,1,1.0874864729,0.0123578008,1.0874864729
CDS,SATW20_12910,1,1383633,1384166,534,1,1.0071607675,0.9082571682,1.0813075725
IG,,1,1384167,1384630,464,1,0.9206561617,0.8402892637,0.9865644328
CDS,SATW20_12920,1,1384631,1385449,819,1,0.9268350622,0.8389436365,1.0147264878
IG,,1,1385450,1385577,128,1,0.9453717634,0.8156148547,1.0751286721
CDS,SATW20_12930,1,1385578,1387074,1497,1,0.9863069786,0.9113182985,1.0690038371
IG,,1,1387075,1387231,157,1,0.9268350622,0.790899253,1.0874864729
CDS,SATW20_12940,1,1387232,1388905,1674,1,0.97695281,0.9027922741,1.0414879921
IG,,1,1388906,1389054,149,1,1.0751286721,0.9021194605,1.2481378837
CDS,SATW20_12950,1,1389055,1389969,915,1,1.0059249875,0.9330016048,1.103551614
IG,,1,1389970,1389986,17,1,0.9639084646,0.0123578008,0.9639084646
CDS,SATW20_12960,1,1389987,1390922,936,1,1.0403021425,0.9728622531,1.0953617624
IG,,1,1390923,1390936,14,1,1.0874864729,0.0245920236,1.0752522501
CDS,SATW20_12970,1,1390937,1391170,234,1,0.939192863,0.8526882572,1.0874864729
IG,,1,1391171,1391391,221,1,0.9309543291,0.8526882572,0.9762662655
CDS,SATW20_12980,-1,1391392,1391868,477,1,0.9412524965,0.869165325,0.9845047994
IG,,1,1391869,1391979,111,1,0.9577295642,0.939192863,0.9762662655
CDS,SATW20_12990,1,1391980,1393218,1239,1,0.9118291612,0.8544360033,0.9665653918
IG,,1,1393219,1393236,18,1,0.7043946472,0.0247156017,0.7043946472
CDS,SATW20_13000,1,1393237,1394475,1239,1,0.8336762559,0.7633128392,0.8935925779
IG,,1,1394476,1394717,242,1,1.0164291182,0.939192863,1.0720392219
CDS,SATW20_13010,1,1394718,1395086,369,1,1.0349658194,0.8866722095,1.1492754771
IG,,1,1395087,1395104,18,1,1.1801699791,1.1739910787,1.1863488796
CDS,SATW20_13020,1,1395105,1396445,1341,1,0.9895067664,0.9144772613,1.1042930821
IG,,1,1396446,1396937,492,1,0.9515506638,0.8011562277,1.0566125672
CDS,SATW20_13030,1,1396938,1397135,198,1,0.8568075241,0.6673212448,0.9886240663
IG,,1,1397136,1397834,699,1,0.909843086,0.8511280848,0.9669979149
CDS,SATW20_13040,1,1397835,1398047,213,1,1.0215782018,0.9886240663,1.0627708713
IG,,1,1398048,1398340,293,1,1.0473236202,1.0195185684,1.0720392219
CDS,SATW20_13050,1,1398341,1398547,207,1,1.0215782018,0.9144772613,1.0751286721
IG,,1,1398548,1399785,1238,1,1.0199938684,0.9648115347,1.0770393782
CDS,SATW20_13060,1,1399786,1399971,186,1,1.083367206,0.9639084646,1.1492754771
IG,,1,1399972,1400715,744,1,0.9103579944,0.8265721048,1.002368687
CDS,SATW20_13070,1,1400716,1400967,252,1,0.8032570539,0.6920368464,0.865046058
IG,,1,1400968,1401012,45,1,0.865046058,0.865046058,0.865046058
CDS,SATW20_13080,1,1401013,1401597,585,1,0.8423900898,0.7826195265,0.9206767581
IG,,1,1401598,1401805,208,1,0.9268350622,0.8959405601,0.9700873651
CDS,SATW20_13090,1,1401806,1402978,1173,1,0.7424978665,0.6456641988,0.8774553497
IG,,1,1402979,1403049,71,1,0.9144772613,0.7785414522,1.0504130704
CDS,SATW20_13100,1,1403050,1403298,249,1,1.0545323374,0.9515506638,1.1616332779
IG,,1,1403299,1403574,276,1,1.1894383298,1.1554543775,1.223422282
CDS,SATW20_13110,1,1403575,1403841,267,1,1.102933724,0.9515506638,1.207975031
IG,,1,1403842,1403849,8,1,1.1369176762,0.0247156017,1.1369176762
CDS,SATW20_13120,1,1403850,1403975,126,1,1.1801699791,1.1369176762,1.223422282
IG,,1,1403976,1404177,202,1,1.1039635407,0.9268350622,1.223422282
CDS,SATW20_13130,1,1404178,1404312,135,1,0.9680277316,0.9268350622,1.0256974688
IG,,1,1404313,1404403,91,1,0.9330139626,0.9144772613,0.9515506638
CDS,SATW20_13140,1,1404404,1404694,291,1,0.9062387274,0.9021194605,0.9144772613
IG,,1,1404695,1404704,10,1,0.8959405601,0.8897616597,0.9021194605
CDS,SATW20_13150,1,1404705,1404899,195,1,0.9639084646,0.8897616597,1.0380552696
IG,,1,1404900,1404948,49,1,0.9762662655,0.9144772613,1.0380552696
CDS,SATW20_13160,1,1404949,1405290,342,1,0.8897616597,0.8032570539,1.0071607675
IG,,1,1405291,1405296,6,1,0.8032570539,0.0123578008,0.8032570539
CDS,SATW20_13170,1,1405297,1405488,192,1,0.9762662655,0.8032570539,1.0998442738
IG,,1,1405489,1406036,548,1,0.9480198636,0.8226588012,1.04335147
CDS,SATW20_13180,-1,1406037,1407062,1026,1,0.9897475027,0.9144772613,1.0582771255
IG,,1,1407063,1407331,269,1,0.954640114,0.8279726555,1.0658603215
CDS,SATW20_13190,1,1407332,1407529,198,1,0.9680277316,0.9268350622,1.0380552696
IG,,1,1407530,1407586,57,1,0.9268350622,0.0245920236,0.9268350622
CDS,SATW20_13200,1,1407587,1409068,1482,1,0.8990300103,0.8480463582,0.9469242121
IG,,1,1409069,1409251,183,1,0.9845047994,0.939192863,1.0627708713
CDS,SATW20_13210,1,1409252,1410151,900,1,1.0788360124,1.01085575,1.1567148732
CDS,SATW20_13220,1,1410120,1410851,732,1,0.96854264,0.9082829137,1.0211250825
IG,,1,1410852,1410854,3,1,0.9515506638,0.0245920236,0.9515506638
CDS,SATW20_13230,1,1410855,1411946,1092,1,1.0524727039,0.9814153492,1.1184118695
CDS,SATW20_13240,1,1411943,1412545,603,1,1.013339668,0.9233042619,1.1104366745
IG,,1,1412546,1412657,112,1,1.04423417,1.0256974688,1.0627708713
CDS,SATW20_13250,-1,1412658,1412846,189,1,1.0504130704,1.013339668,1.0751286721
IG,,1,1412847,1412984,138,1,0.9144772613,0.7538258506,1.0751286721
CDS,SATW20_13260,1,1412985,1413518,534,1,0.9709700651,0.865028404,1.0911585052
IG,,1,1413519,1413660,142,1,0.9082983609,0.8279726555,0.9886240663
CDS,SATW20_13270,-1,1413661,1414515,855,1,1.0034534273,0.9268103466,1.1109786523
IG,,1,1414516,1414830,315,1,1.0813075725,0.8743144086,1.2635851347
CDS,SATW20_13280,1,1414831,1415421,591,1,1.0415860699,0.9426883552,1.1651640781
IG,,1,1415422,1415474,53,1,0.9886240663,0.0123578008,0.9886240663
CDS,SATW20_13290,-1,1415475,1416857,1383,1,0.9490791037,0.890569036,0.9968790773
IG,,1,1416858,1417047,190,1,0.9639084646,0.9021194605,1.0380552696
CDS,SATW20_13300,1,1417048,1418328,1281,1,0.9003540604,0.8420870295,0.9718704192
IG,,1,1418329,1418333,5,1,1.0751286721,0.0123578008,1.0751286721
CDS,SATW20_13310,1,1418334,1419395,1062,1,0.8841444775,0.8032458195,0.9740193926
IG,,1,1419396,1419396,1,1,0.7538258506,0.0123578008,0.7538258506
CDS,SATW20_13320,1,1419397,1420311,915,1,0.8863913504,0.7864055073,0.9785580758
IG,,1,1420312,1420368,57,1,0.9762662655,0.0245920236,0.9762662655
CDS,SATW20_13330,1,1420369,1421172,804,1,1.1122020746,1.007847312,1.2440186168
IG,,1,1421173,1421464,292,1,1.1492754771,1.0689497717,1.2419589833
CDS,SATW20_13340,-1,1421465,1421779,315,1,1.2172433816,1.0253576293,1.4056998443
IG,,1,1421780,1421996,217,1,1.1739910787,1.0998442738,1.3222846887
CDS,SATW20_13350,-1,1421997,1423451,1455,1,0.9044365482,0.8194071548,1.0048436799
IG,,1,1423452,1423654,203,1,0.8609267911,0.790899253,0.9515506638
CDS,SATW20_13360,1,1423655,1425172,1518,1,0.9809004408,0.8974852852,1.0790213794
IG,,1,1425173,1425262,90,1,1.04423417,0.8897616597,1.1987066804
CDS,SATW20_13370,1,1425263,1425412,150,1,1.083367206,0.9515506638,1.1987066804
IG,,1,1425413,1425865,453,1,1.1542185974,1.0380552696,1.253081004
CDS,SATW20_13380,1,1425866,1426135,270,1,1.0998442738,1.0504130704,1.1616332779
IG,,1,1426136,1426291,156,1,1.0009818671,0.9144772613,1.0874864729
CDS,SATW20_13390,1,1426292,1427269,978,1,0.92121788,0.8380498804,0.9998808994
IG,,1,1427270,1427443,174,1,1.0627708713,1.0256974688,1.0998442738
CDS,SATW20_13400,1,1427444,1428307,864,1,1.0059249875,0.9305300446,1.0850149128
IG,,1,1428308,1428686,379,1,0.8681355082,0.8248832053,0.9175667115
CDS,SATW20_13410,-1,1428687,1429310,624,1,1.0056160424,0.9113723639,1.1060231742
IG,,1,1429311,1429449,139,1,1.0998442738,0.9886240663,1.2110644812
CDS,SATW20_13420,1,1429450,1429686,237,1,1.0421745366,0.9886240663,1.1369176762
IG,,1,1429687,1429821,135,1,0.9680277316,0.8897616597,1.013339668
CDS,SATW20_13430,1,1429822,1430061,240,1,0.9556699308,0.8774038588,1.013339668
IG,,1,1430062,1430181,120,1,0.9268350622,0.8774038588,0.9762662655
CDS,SATW20_13440,1,1430182,1432170,1989,1,0.8838769926,0.8079530182,0.963920234
IG,,1,1432171,1432447,277,1,0.8465093568,0.7970781535,0.8990300103
CDS,SATW20_13450,1,1432448,1432690,243,1,0.8526882572,0.8403304564,0.8774038588
IG,,1,1432691,1432868,178,1,0.9103579944,0.8156148547,1.0751286721
CDS,SATW20_13460,1,1432869,1433336,468,1,0.9803855324,0.8979795972,1.0668901382
IG,,1,1433337,1433459,123,1,0.8897616597,0.8032570539,0.9762662655
CDS,SATW20_13470,1,1433460,1434581,1122,1,0.9989222337,0.9443213503,1.0524830021
IG,,1,1434582,1434584,3,1,0.939192863,0.0247156017,0.9268350622
CDS,SATW20_13480,1,1434585,1437614,3030,1,1.0125673054,0.9646731036,1.0601178059
IG,,1,1437615,1437684,70,1,1.1245598754,0.0247156017,1.1245598754
CDS,SATW20_13490,-1,1437685,1438047,363,1,1.0850149128,1.0280454509,1.1344461161
IG,,1,1438048,1438250,203,1,1.0174589349,0.8403304564,1.1369176762
CDS,SATW20_13500,1,1438251,1439897,1647,1,0.9348312862,0.8715375381,1.0111588796
IG,,1,1439898,1440788,891,1,0.8786396389,0.7637120912,1.0442588856
CDS,SATW20_13510,1,1440789,1443494,2706,1,0.9806797658,0.9268218217,1.0420274199
IG,,1,1443495,1443673,179,1,1.0174589349,0.9144772613,1.0874864729
CDS,SATW20_13520,1,1443674,1444141,468,1,0.9556699308,0.8753442254,1.0628738529
IG,,1,1444142,1444347,206,1,0.9515506638,0.9021194605,1.0380552696
CDS,SATW20_13530,-1,1444348,1444644,297,1,0.9021194605,0.7445574999,1.0102502178
IG,,1,1444645,1445019,375,1,0.8428020165,0.7438901787,0.9515506638
CDS,SATW20_13540,-1,1445020,1445628,609,1,0.925069662,0.8332688559,1.0187064843
IG,,1,1445629,1445827,199,1,0.9103579944,0.8279726555,1.0009818671
CDS,SATW20_13550,1,1445828,1447825,1998,1,0.8903501264,0.8379707049,0.9468605842
CDS,SATW20_13560,1,1447825,1450227,2403,1,1.0637594953,0.991075854,1.1453407533
IG,,1,1450228,1450476,249,1,0.8980001936,0.7538258506,0.9762662655
CDS,SATW20_13570,1,1450477,1451937,1461,1,0.871997321,0.80861725,0.9261090414
IG,,1,1451938,1452436,499,1,1.0277571023,0.9309337328,1.1225208383
CDS,SATW20_13580,1,1452437,1453288,852,1,1.079247939,1.0064467613,1.1424100322
IG,,1,1453289,1453482,194,1,1.009220401,0.9762662655,1.0504130704
CDS,SATW20_13590,1,1453483,1454631,1149,1,0.9658096648,0.8840105293,1.0561261768
IG,,1,1454632,1455111,480,1,0.9783258989,0.9329933662,1.0174589349
CDS,SATW20_13600,1,1455112,1457634,2523,1,1.0537401707,1.0042994614,1.1017454739
IG,,1,1457635,1457836,202,1,1.0009818671,0.8897616597,1.1616332779
CDS,SATW20_13610,-1,1457837,1458346,510,1,0.9124176279,0.8279726555,1.0010436561
IG,,1,1458347,1458482,136,1,0.8897616597,0.7661836514,1.013339668
CDS,SATW20_13620,1,1458483,1459466,984,1,0.8875147868,0.7920002208,0.9774121706
IG,,1,1459467,1459553,87,1,0.7352891493,0.7167524481,0.7538258506
CDS,SATW20_13630,-1,1459554,1459742,189,1,0.8403304564,0.7538258506,0.9021194605
IG,,1,1459743,1459886,144,1,0.8526882572,0.8403304564,0.865046058
CDS,SATW20_13640,1,1459887,1461149,1263,1,0.9206561617,0.8526882572,0.9957209748
